playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,skin_colour
scott-sinclair,Scott Sinclair,Manchester City,England,25.03.1989,177.0,64.0,Left Winger,215.0,86.0,52.0,77.0,47.0,5.0,0.0,0.0,0.75
steven-reid,Steven Reid,West Bromwich Albion,England,10.03.1981,180.0,75.0,Right Fullback,266.0,97.0,71.0,98.0,19.0,50.0,0.0,1.0,0.5
stuart-taylor,Stuart Taylor,Reading FC,England,28.11.1980,195.0,86.0,Goalkeeper,69.0,29.0,18.0,22.0,0.0,1.0,0.0,0.0,0.125
sylvain-distin,Sylvain Distin,Everton FC,England,16.12.1977,191.0,85.0,Center Back,562.0,220.0,145.0,197.0,11.0,51.0,1.0,1.0,0.875
victor-anichebe,Victor Anichebe,Everton FC,England,28.04.1988,185.0,77.0,Center Forward,200.0,86.0,57.0,57.0,30.0,16.0,1.0,0.0,0.75
xisco_2, Xisco,Newcastle United,England,26.06.1986,188.0,85.0,Center Forward,166.0,68.0,28.0,70.0,46.0,26.0,0.0,0.0,0.25
andrija-delibasic,Andrija Delibaši?,Rayo Vallecano,Spain,24.04.1981,188.0,84.0,Center Forward,238.0,94.0,55.0,89.0,56.0,38.0,4.0,0.0,0.0
goran-popov,Goran Popov,West Bromwich Albion,England,02.10.1984,189.0,89.0,Left Fullback,201.0,84.0,43.0,74.0,6.0,40.0,2.0,1.0,0.125
mario-balotelli,Mario Balotelli,Manchester City,England,12.08.1990,189.0,88.0,Center Forward,253.0,136.0,63.0,54.0,101.0,76.0,5.0,3.0,1.0
marko-basa,Marko Baša,Lille OSC,France,29.12.1982,189.0,75.0,Center Back,288.0,127.0,90.0,71.0,21.0,30.0,2.0,2.0,0.25
zlatko-junuzovic,Zlatko Junuzovi?,Werder Bremen,Germany,26.09.1987,172.0,69.0,Attacking Midfielder,361.0,131.0,90.0,140.0,48.0,53.0,1.0,0.0,0.125
thiago-silva, Thiago Silva,Paris Saint-Germain,France,22.09.1984,183.0,79.0,Center Back,304.0,172.0,78.0,54.0,21.0,28.0,0.0,2.0,0.25
abdou-traore_2,Abdou Traoré,Girondins Bordeaux,France,17.01.1988,180.0,74.0,Right Midfielder,97.0,41.0,23.0,33.0,3.0,11.0,1.0,0.0,0.75
abel-aguilar,Abel Aguilar,Deportivo La Coruña,Spain,06.01.1985,185.0,78.0,Defensive Midfielder,246.0,93.0,61.0,92.0,25.0,70.0,3.0,2.0,0.375
aduriz, Aduriz,Athletic Bilbao,Spain,11.02.1981,182.0,78.0,Center Forward,322.0,125.0,82.0,115.0,105.0,68.0,3.0,4.0,0.25
agirretxe, Agirretxe,Real Sociedad,Spain,24.02.1987,187.0,77.0,Center Forward,200.0,78.0,62.0,60.0,52.0,8.0,0.0,0.0,0.0
alberto-botia, Alberto Botía,Sevilla FC,Spain,27.01.1989,186.0,82.0,Center Back,171.0,51.0,50.0,70.0,4.0,69.0,0.0,3.0,0.125
alex-lopez, Álex López,Celta Vigo,Spain,11.01.1988,174.0,66.0,Center Midfielder,141.0,57.0,30.0,54.0,16.0,32.0,0.0,0.0,0.25
alex_17, Álex,Real Madrid Castilla,Spain,15.10.1992,180.0,68.0,Center Midfielder,68.0,30.0,12.0,26.0,3.0,8.0,0.0,1.0,0.0
alexander-madlung,Alexander Madlung,VfL Wolfsburg,Germany,11.07.1982,193.0,92.0,Center Back,325.0,132.0,90.0,103.0,31.0,42.0,4.0,3.0,0.0
alexander-meier,Alexander Meier,Eintracht Frankfurt,Germany,17.01.1983,196.0,84.0,Attacking Midfielder,342.0,121.0,85.0,136.0,106.0,39.0,2.0,0.0,0.0
alexander-ring,Alexander Ring,Bor. Mönchengladbach,Germany,09.04.1991,173.0,72.0,Right Midfielder,103.0,49.0,23.0,31.0,6.0,14.0,1.0,0.0,0.0
alfaro_2, Alfaro,RCD Mallorca,Spain,23.11.1986,175.0,73.0,Attacking Midfielder,227.0,91.0,51.0,85.0,53.0,25.0,0.0,0.0,0.25
alhassane-bangoura,Alhassane Bangoura,Rayo Vallecano,Spain,30.09.1992,174.0,68.0,Right Midfielder,108.0,38.0,21.0,49.0,7.0,18.0,0.0,1.0,1.0
alvaro-gonzalez_3, Álvaro González,Real Zaragoza,Spain,08.01.1990,183.0,76.0,Center Back,114.0,30.0,34.0,50.0,3.0,43.0,0.0,2.0,0.25
alvaro-rubio, Álvaro Rubio,Real Valladolid,Spain,18.04.1979,178.0,80.0,Defensive Midfielder,257.0,80.0,78.0,99.0,4.0,45.0,3.0,0.0,0.25
alvaro-vadillo, Álvaro Vadillo,Real Betis,Spain,12.09.1994,180.0,69.0,Left Winger,55.0,19.0,12.0,24.0,2.0,9.0,1.0,0.0,0.375
aly-cissokho,Aly Cissokho,Valencia CF,Spain,15.09.1987,181.0,75.0,Left Fullback,213.0,109.0,51.0,53.0,4.0,28.0,0.0,3.0,1.0
amaya_3, Amaya,Real Betis,Spain,31.05.1983,192.0,86.0,Center Back,126.0,45.0,37.0,44.0,5.0,40.0,4.0,1.0,0.375
amorebieta, Amorebieta,Athletic Bilbao,Spain,29.03.1985,192.0,85.0,Center Back,274.0,98.0,65.0,111.0,5.0,93.0,9.0,4.0,0.0
ander-herrera, Ander Herrera,Athletic Bilbao,Spain,14.08.1989,182.0,73.0,Attacking Midfielder,230.0,101.0,57.0,72.0,21.0,62.0,1.0,4.0,0.0
anderson-conceicao, Anderson Conceição,RCD Mallorca,Spain,24.10.1989,188.0,81.0,Center Back,32.0,5.0,7.0,20.0,1.0,3.0,2.0,0.0,0.5
andreas-ottl,Andreas Ottl,FC Augsburg,Germany,01.03.1985,185.0,77.0,Defensive Midfielder,296.0,153.0,69.0,74.0,19.0,23.0,0.0,1.0,0.0
andres-guardado,Andrés Guardado,Valencia CF,Spain,28.09.1986,169.0,67.0,Left Midfielder,377.0,177.0,83.0,117.0,45.0,45.0,1.0,0.0,0.125
andres-tunez,Andrés Túñez,Celta Vigo,Spain,15.03.1987,187.0,83.0,Center Back,99.0,43.0,17.0,39.0,3.0,17.0,0.0,0.0,0.25
ansotegi, Ansotegi,Real Sociedad,Spain,13.07.1982,192.0,84.0,Center Back,179.0,74.0,45.0,60.0,11.0,27.0,0.0,0.0,0.25
anthony-lopes, Anthony Lopes,Olympique Lyon,France,01.10.1990,184.0,81.0,Goalkeeper,54.0,27.0,12.0,15.0,0.0,3.0,0.0,0.0,0.25
antonio-lopez_2, Antonio López,RCD Mallorca,Spain,13.09.1981,176.0,74.0,Left Fullback,344.0,138.0,92.0,114.0,16.0,61.0,2.0,3.0,0.25
apono, Apoño,Real Zaragoza,Spain,13.02.1984,173.0,72.0,Defensive Midfielder,172.0,65.0,43.0,64.0,31.0,45.0,0.0,1.0,0.125
aranda, Aranda,Real Zaragoza,Spain,27.07.1980,184.0,82.0,Center Forward,199.0,73.0,40.0,86.0,35.0,37.0,1.0,1.0,0.25
arribas_2, Arribas,CA Osasuna,Spain,01.05.1989,185.0,77.0,Center Back,148.0,52.0,30.0,66.0,5.0,48.0,4.0,2.0,0.25
asenjo_2, Asenjo,Atlético Madrid,Spain,28.06.1989,189.0,85.0,Goalkeeper,148.0,62.0,31.0,55.0,0.0,5.0,1.0,0.0,0.125
aurtenetxe, Aurtenetxe,Athletic Bilbao,Spain,03.01.1992,182.0,82.0,Center Back,120.0,53.0,30.0,37.0,6.0,25.0,1.0,1.0,0.0
aykut-oezer,Aykut Özer,Eintracht Frankfurt,Germany,01.01.1993,189.0,80.0,Goalkeeper,73.0,33.0,11.0,29.0,0.0,5.0,0.0,1.0,0.0
ayoze, Ayoze,Deportivo La Coruña,Spain,25.05.1982,175.0,75.0,Left Fullback,221.0,92.0,51.0,78.0,4.0,56.0,1.0,1.0,0.0
baena_4, Baena,Espanyol Barcelona,Spain,02.03.1989,181.0,75.0,Defensive Midfielder,115.0,45.0,27.0,43.0,2.0,27.0,1.0,1.0,0.25
balenziaga, Balenziaga,Real Valladolid,Spain,29.02.1988,177.0,70.0,Left Fullback,160.0,67.0,43.0,50.0,0.0,26.0,1.0,0.0,0.25
barragan_3, Barragán,Valencia CF,Spain,12.06.1987,187.0,83.0,Right Fullback,159.0,76.0,36.0,47.0,4.0,43.0,2.0,1.0,0.125
bastian-oczipka,Bastian Oczipka,Eintracht Frankfurt,Germany,12.01.1989,184.0,87.0,Left Fullback,166.0,65.0,33.0,68.0,2.0,10.0,0.0,0.0,0.0
bellvis, Bellvís,Celta Vigo,Spain,24.04.1985,178.0,72.0,Left Midfielder,109.0,32.0,23.0,54.0,1.0,19.0,2.0,0.0,0.25
borja-oubina, Borja Oubiña,Celta Vigo,Spain,17.05.1982,180.0,75.0,Defensive Midfielder,200.0,79.0,38.0,83.0,4.0,34.0,1.0,0.0,0.25
borja_2, Borja,Getafe CF,Spain,14.01.1981,185.0,73.0,Defensive Midfielder,224.0,94.0,51.0,79.0,4.0,55.0,4.0,1.0,0.25
brayan-angulo,Brayan Angulo,Granada CF,Spain,02.11.1989,174.0,71.0,Left Fullback,86.0,31.0,21.0,34.0,1.0,11.0,0.0,0.0,0.75
bruno-gama, Bruno Gama,Deportivo La Coruña,Spain,15.11.1987,175.0,68.0,Right Winger,221.0,84.0,55.0,82.0,32.0,28.0,0.0,0.0,0.25
bryan-rabello,Bryan Rabello,Sevilla FC,Spain,15.05.1994,168.0,65.0,Attacking Midfielder,65.0,37.0,15.0,13.0,4.0,6.0,0.0,1.0,0.375
bueno, Bueno,Real Valladolid,Spain,20.03.1988,178.0,64.0,Center Forward,165.0,56.0,38.0,71.0,32.0,13.0,0.0,0.0,0.25
cala, Cala,Sevilla FC,Spain,26.11.1989,187.0,84.0,Center Back,111.0,38.0,26.0,47.0,12.0,41.0,2.0,3.0,0.25
camacho_9, Camacho,Málaga CF,Spain,04.05.1990,182.0,75.0,Defensive Midfielder,162.0,69.0,38.0,55.0,11.0,42.0,1.0,1.0,0.0
camunas, Camuñas,Deportivo La Coruña,Spain,17.07.1980,175.0,71.0,Left Winger,220.0,57.0,59.0,104.0,24.0,28.0,0.0,1.0,0.25
carlos-martinez_2, Carlos Martínez,Real Sociedad,Spain,09.04.1986,189.0,79.0,Right Fullback,149.0,59.0,44.0,46.0,1.0,17.0,1.0,1.0,0.125
casado_3, Casado,Rayo Vallecano,Spain,09.08.1986,173.0,76.0,Left Fullback,148.0,53.0,28.0,67.0,1.0,58.0,2.0,1.0,0.25
casto, Casto,Real Betis,Spain,18.06.1982,182.0,78.0,Goalkeeper,119.0,49.0,30.0,40.0,1.0,11.0,0.0,3.0,0.25
christian-stuani,Christian Stuani,Espanyol Barcelona,Spain,12.10.1986,186.0,77.0,Center Forward,207.0,61.0,64.0,82.0,63.0,49.0,1.0,1.0,0.25
cicinho_2, Cicinho,Sevilla FC,Spain,04.08.1986,173.0,63.0,Right Fullback,90.0,30.0,28.0,32.0,2.0,16.0,0.0,1.0,0.0
cisma, Cisma,Atlético Madrid,Spain,09.02.1982,184.0,76.0,Left Fullback,168.0,49.0,48.0,71.0,5.0,46.0,4.0,1.0,0.125
coke, Coke,Sevilla FC,Spain,26.04.1987,176.0,70.0,Right Fullback,203.0,87.0,60.0,56.0,23.0,48.0,3.0,2.0,0.125
cristian-alvarez_3,Cristian Álvarez,Espanyol Barcelona,Spain,13.11.1985,186.0,88.0,Goalkeeper,136.0,40.0,37.0,59.0,0.0,18.0,0.0,0.0,0.25
cristian-bustos, Cristian Bustos,Celta Vigo,Spain,29.05.1983,177.0,73.0,Defensive Midfielder,166.0,75.0,42.0,49.0,1.0,47.0,2.0,1.0,0.375
cristian-tello, Cristian Tello,FC Barcelona,Spain,11.08.1991,178.0,65.0,Left Winger,140.0,90.0,28.0,22.0,29.0,6.0,0.0,0.0,0.25
crusat, Crusat,Wigan Athletic,England,13.05.1982,165.0,65.0,Left Midfielder,162.0,48.0,40.0,74.0,16.0,35.0,1.0,2.0,0.0
damia, Damiá,CA Osasuna,Spain,15.04.1982,188.0,79.0,Right Fullback,234.0,77.0,64.0,93.0,5.0,66.0,2.0,2.0,0.0
dani-carvajal, Dani Carvajal,Bayer Leverkusen,Germany,11.01.1992,171.0,73.0,Right Fullback,90.0,64.0,14.0,12.0,4.0,18.0,0.0,0.0,0.0
dani-estrada, Dani Estrada,Real Sociedad,Spain,03.01.1987,179.0,74.0,Right Midfielder,130.0,52.0,33.0,45.0,3.0,26.0,2.0,0.0,0.25
david-cobeno, David Cobeño,Rayo Vallecano,Spain,06.04.1982,189.0,82.0,Goalkeeper,157.0,60.0,45.0,52.0,1.0,17.0,0.0,1.0,0.0
davide-santon,Davide Santon,Newcastle United,England,02.01.1991,187.0,77.0,Left Fullback,171.0,80.0,38.0,53.0,1.0,13.0,0.0,0.0,0.125
de-gea, De Gea,Manchester United,England,07.11.1990,190.0,82.0,Goalkeeper,248.0,136.0,46.0,66.0,0.0,6.0,0.0,0.0,0.0
de-la-bella, De la Bella,Real Sociedad,Spain,02.12.1985,182.0,82.0,Left Fullback,174.0,58.0,45.0,71.0,6.0,34.0,0.0,0.0,0.25
de-lucas, De Lucas,Celta Vigo,Spain,17.08.1978,175.0,68.0,Attacking Midfielder,371.0,140.0,97.0,134.0,63.0,81.0,1.0,3.0,0.375
diego-alves, Diego Alves,Valencia CF,Spain,24.06.1985,188.0,85.0,Goalkeeper,233.0,81.0,62.0,90.0,0.0,25.0,0.0,1.0,0.375
diego-castro, Diego Castro,Getafe CF,Spain,02.07.1982,174.0,67.0,Left Winger,200.0,63.0,48.0,89.0,38.0,30.0,1.0,0.0,0.25
diego-costa, Diego Costa,Atlético Madrid,Spain,07.10.1988,189.0,81.0,Center Forward,232.0,113.0,53.0,66.0,93.0,68.0,1.0,4.0,0.25
diego-godin,Diego Godín,Atlético Madrid,Spain,16.02.1986,185.0,75.0,Center Back,359.0,190.0,79.0,90.0,19.0,76.0,1.0,7.0,0.25
diego-ifran,Diego Ifrán,Real Sociedad,Spain,08.06.1987,174.0,76.0,Center Forward,86.0,30.0,21.0,35.0,27.0,12.0,0.0,0.0,0.375
diego-lopez, Diego López,Sevilla FC,Spain,03.11.1981,196.0,89.0,Goalkeeper,300.0,150.0,68.0,82.0,0.0,20.0,0.0,3.0,0.125
diego-seoane_2, Diego Seoane,Deportivo La Coruña,Spain,26.04.1988,180.0,75.0,Left Fullback,58.0,27.0,9.0,22.0,0.0,10.0,0.0,0.0,0.125
dimitri-foulquier,Dimitri Foulquier,Stade Rennes,France,23.03.1993,183.0,77.0,Right Fullback,63.0,31.0,7.0,25.0,1.0,5.0,1.0,0.0,0.75
dominik-reinhardt,Dominik Reinhardt,FC Augsburg,Germany,19.12.1984,188.0,78.0,Right Fullback,215.0,81.0,58.0,76.0,2.0,27.0,0.0,0.0,0.0
dorado_2, Dorado,Real Betis,Spain,10.07.1982,180.0,69.0,Left Fullback,191.0,80.0,50.0,61.0,3.0,19.0,0.0,2.0,0.25
edin-dzeko,Edin Džeko,Manchester City,England,17.03.1986,193.0,84.0,Center Forward,359.0,187.0,70.0,102.0,182.0,41.0,0.0,0.0,0.25
edu-oriol, Edu Oriol,Real Zaragoza,Spain,05.11.1986,176.0,72.0,Left Winger,76.0,32.0,17.0,27.0,8.0,7.0,0.0,0.0,0.0
eliseu, Eliseu,Málaga CF,Spain,01.10.1983,177.0,74.0,Left Midfielder,222.0,84.0,52.0,86.0,27.0,49.0,1.0,3.0,0.75
elustondo_2, Elustondo,Real Sociedad,Spain,18.03.1987,184.0,79.0,Defensive Midfielder,123.0,48.0,35.0,40.0,5.0,18.0,2.0,0.0,0.0
emiliano-armenteros,Emiliano Armenteros,CA Osasuna,Spain,18.01.1986,179.0,78.0,Left Midfielder,259.0,93.0,64.0,102.0,46.0,54.0,1.0,4.0,0.5
erwin-hoffer,Erwin Hoffer,Eintracht Frankfurt,Germany,14.04.1987,177.0,72.0,Center Forward,274.0,120.0,61.0,93.0,89.0,23.0,0.0,0.0,0.125
fabian-orellana,Fabián Orellana,Granada CF,Spain,27.01.1986,169.0,70.0,Right Winger,251.0,103.0,57.0,91.0,46.0,37.0,3.0,5.0,0.5
franco-vazquez,Franco Vázquez,Rayo Vallecano,Spain,22.02.1989,187.0,81.0,Attacking Midfielder,71.0,29.0,18.0,24.0,10.0,8.0,0.0,0.0,0.0
gabi, Gabi,Atlético Madrid,Spain,10.07.1983,180.0,74.0,Defensive Midfielder,383.0,186.0,85.0,112.0,25.0,112.0,7.0,0.0,0.0
galan_5, Galán,Espanyol Barcelona,Spain,17.06.1986,182.0,75.0,Right Fullback,94.0,25.0,23.0,46.0,2.0,30.0,3.0,1.0,0.375
galvez_2, Gálvez,Rayo Vallecano,Spain,06.06.1989,188.0,79.0,Center Back,73.0,31.0,9.0,33.0,4.0,35.0,2.0,0.0,0.25
gavilan, Gavilán,Getafe CF,Spain,12.05.1985,178.0,71.0,Left Midfielder,225.0,88.0,54.0,83.0,15.0,28.0,2.0,0.0,0.0
geoffrey-kondogbia,Geoffrey Kondogbia,Sevilla FC,Spain,15.02.1993,188.0,76.0,Defensive Midfielder,121.0,57.0,27.0,37.0,6.0,21.0,0.0,1.0,0.875
german-lux,Germán Lux,Deportivo La Coruña,Spain,07.06.1982,186.0,78.0,Goalkeeper,162.0,66.0,46.0,50.0,0.0,13.0,0.0,0.0,0.125
goni_3, Goni,Real Zaragoza,Spain,12.10.1988,186.0,82.0,Center Back,45.0,13.0,9.0,23.0,0.0,14.0,1.0,0.0,0.125
gregory-sertic,Grégory Serti?,Girondins Bordeaux,France,05.08.1989,181.0,69.0,Left Midfielder,138.0,63.0,40.0,35.0,5.0,15.0,1.0,0.0,0.125
gregory-van-der-wiel,Gregory van der Wiel,Paris Saint-Germain,France,03.02.1988,172.0,69.0,Center Back,276.0,175.0,54.0,47.0,14.0,33.0,3.0,0.0,0.5
guaita, Guaita,Valencia CF,Spain,18.02.1987,190.0,80.0,Goalkeeper,141.0,62.0,41.0,38.0,0.0,14.0,0.0,0.0,0.25
gurpegi, Gurpegi,Athletic Bilbao,Spain,19.08.1980,181.0,77.0,Defensive Midfielder,311.0,117.0,82.0,112.0,20.0,92.0,4.0,0.0,0.125
gustavo-cabral,Gustavo Cabral,Celta Vigo,Spain,14.10.1985,184.0,82.0,Center Back,290.0,109.0,69.0,112.0,12.0,70.0,4.0,5.0,0.5
gustavo-munua,Gustavo Munúa,Levante UD,Spain,27.01.1978,188.0,87.0,Goalkeeper,224.0,75.0,55.0,94.0,1.0,24.0,0.0,0.0,0.5
hugo-mallo, Hugo Mallo,Celta Vigo,Spain,22.06.1991,173.0,69.0,Right Fullback,158.0,68.0,38.0,52.0,1.0,43.0,2.0,2.0,0.375
iago-falque, Iago Falqué,Tottenham Hotspur,England,04.01.1990,173.0,67.0,Left Midfielder,103.0,45.0,15.0,43.0,17.0,12.0,0.0,0.0,0.25
ignasi-miquel, Ignasi Miquel,Arsenal FC,England,28.09.1992,193.0,85.0,Center Back,31.0,19.0,1.0,11.0,2.0,2.0,0.0,0.0,0.0
inigo-martinez, Iñigo Martínez,Real Sociedad,Spain,17.05.1991,181.0,77.0,Center Back,125.0,60.0,28.0,37.0,9.0,33.0,1.0,4.0,0.25
iraizoz, Iraizoz,Athletic Bilbao,Spain,06.03.1981,191.0,81.0,Goalkeeper,322.0,135.0,72.0,115.0,0.0,21.0,0.0,0.0,0.0
iraola, Iraola,Athletic Bilbao,Spain,22.06.1982,182.0,75.0,Right Fullback,455.0,180.0,106.0,169.0,34.0,55.0,1.0,0.0,0.125
iriney, Iriney,Granada CF,Spain,23.04.1981,179.0,70.0,Defensive Midfielder,260.0,105.0,62.0,93.0,5.0,76.0,1.0,5.0,0.375
isaac-cuenca, Isaac Cuenca,FC Barcelona,Spain,27.04.1991,181.0,74.0,Right Winger,43.0,30.0,6.0,7.0,6.0,4.0,0.0,0.0,0.125
isco, Isco,Málaga CF,Spain,21.04.1992,176.0,74.0,Attacking Midfielder,163.0,99.0,30.0,34.0,41.0,16.0,2.0,0.0,0.25
jaime_11, Jaime,Real Valladolid,Spain,10.12.1980,188.0,80.0,Goalkeeper,222.0,73.0,54.0,95.0,7.0,26.0,2.0,2.0,0.0
jakub-blaszczykowski,Jakub B?aszczykowski,Borussia Dortmund,Germany,14.12.1985,175.0,71.0,Right Midfielder,311.0,159.0,73.0,79.0,46.0,22.0,1.0,0.0,0.0
james-mcclean,James McClean,Sunderland AFC,England,22.04.1989,180.0,70.0,Left Winger,141.0,48.0,42.0,51.0,15.0,16.0,1.0,0.0,0.125
javi-fuego, Javi Fuego,Rayo Vallecano,Spain,04.01.1984,181.0,74.0,Defensive Midfielder,238.0,92.0,50.0,96.0,10.0,74.0,1.0,0.0,0.125
javi-guerra, Javi Guerra,Real Valladolid,Spain,15.03.1983,179.0,77.0,Center Forward,231.0,87.0,66.0,78.0,92.0,39.0,1.0,1.0,0.125
javi-hervas, Javi Hervás,Sevilla FC,Spain,09.06.1989,177.0,72.0,Center Midfielder,66.0,29.0,15.0,22.0,3.0,11.0,2.0,0.0,0.5
javi-marquez, Javi Márquez,RCD Mallorca,Spain,11.05.1986,178.0,73.0,Center Midfielder,112.0,45.0,26.0,41.0,8.0,36.0,2.0,0.0,0.0
javi-martinez, Javi Martínez,Bayern München,Germany,02.09.1988,190.0,81.0,Defensive Midfielder,357.0,184.0,71.0,102.0,30.0,92.0,2.0,3.0,0.0
javi-varas, Javi Varas,Celta Vigo,Spain,10.09.1982,182.0,73.0,Goalkeeper,120.0,47.0,30.0,43.0,0.0,9.0,0.0,0.0,0.25
jean-christophe-bahebeck,Jean-Christophe Bahebeck,ESTAC Troyes,France,01.05.1993,182.0,76.0,Center Forward,91.0,33.0,23.0,35.0,14.0,7.0,0.0,1.0,0.875
jesus-gamez, Jesús Gámez,Málaga CF,Spain,10.04.1985,182.0,70.0,Right Fullback,216.0,75.0,60.0,81.0,0.0,63.0,2.0,2.0,0.375
jesus-vazquez, Jesús Vázquez,Deportivo La Coruña,Spain,18.01.1980,182.0,78.0,Defensive Midfielder,235.0,80.0,69.0,86.0,17.0,63.0,1.0,0.0,0.375
joan-tomas, Joan Tomás,Celta Vigo,Spain,17.05.1985,167.0,70.0,Left Winger,103.0,52.0,27.0,24.0,17.0,12.0,0.0,0.0,0.25
joel, Joel,Atlético Madrid,Spain,17.06.1990,195.0,85.0,Goalkeeper,41.0,22.0,4.0,15.0,0.0,1.0,0.0,0.0,0.125
johannes-flum,Johannes Flum,SC Freiburg,Germany,14.12.1987,190.0,80.0,Defensive Midfielder,223.0,87.0,56.0,80.0,14.0,38.0,1.0,0.0,0.25
jonas, Jonas,Valencia CF,Spain,01.04.1984,181.0,73.0,Center Forward,289.0,128.0,66.0,95.0,104.0,36.0,2.0,5.0,0.25
jonas-hofmann,Jonas Hofmann,Borussia Dortmund,Germany,14.07.1992,176.0,67.0,Right Midfielder,163.0,77.0,33.0,53.0,35.0,17.0,0.0,0.0,0.0
jonathan-viera, Jonathan Viera,Valencia CF,Spain,21.10.1989,171.0,65.0,Right Winger,114.0,45.0,28.0,41.0,22.0,22.0,1.0,3.0,0.375
jonathan-vila, Jonathan Vila,Celta Vigo,Spain,06.03.1986,186.0,78.0,Center Back,130.0,49.0,33.0,48.0,0.0,27.0,0.0,1.0,0.25
jordi-amat, Jordi Amat,Rayo Vallecano,Spain,21.03.1992,184.0,80.0,Center Back,117.0,51.0,17.0,49.0,1.0,39.0,1.0,1.0,0.375
jordi-codina, Jordi Codina,Getafe CF,Spain,27.04.1982,189.0,87.0,Goalkeeper,76.0,25.0,21.0,30.0,0.0,2.0,0.0,0.0,0.375
jorge-molina_2, Jorge Molina,Real Betis,Spain,22.04.1982,188.0,87.0,Center Forward,186.0,71.0,38.0,77.0,81.0,16.0,0.0,2.0,0.25
jose-angel_3, José Ángel,Real Sociedad,Spain,05.09.1989,182.0,77.0,Left Fullback,133.0,45.0,34.0,54.0,2.0,28.0,2.0,1.0,0.0
jose-campana, José Campaña,Sevilla FC,Spain,31.05.1993,179.0,72.0,Center Midfielder,58.0,27.0,8.0,23.0,2.0,7.0,0.0,0.0,0.25
jose-carlos_4, José Carlos,Rayo Vallecano,Spain,17.07.1987,177.0,68.0,Attacking Midfielder,130.0,45.0,26.0,59.0,14.0,15.0,0.0,0.0,0.25
jose-nunes, José Nunes,RCD Mallorca,Spain,07.03.1977,185.0,82.0,Center Back,252.0,93.0,63.0,96.0,14.0,52.0,1.0,4.0,0.125
joselu_2, Joselu,1899 Hoffenheim,Germany,27.03.1990,191.0,80.0,Center Forward,95.0,30.0,24.0,41.0,27.0,9.0,0.0,1.0,0.375
juan-bernat, Juan Bernat,Valencia CF,Spain,01.03.1993,172.0,67.0,Left Fullback,84.0,48.0,15.0,21.0,3.0,6.0,0.0,0.0,0.25
juan-carlos_11, Juan Carlos,Real Betis,Spain,30.03.1990,176.0,68.0,Left Midfielder,82.0,25.0,17.0,40.0,3.0,9.0,0.0,2.0,0.25
juan-dominguez_2, Juan Domínguez,Deportivo La Coruña,Spain,08.01.1990,181.0,71.0,Center Midfielder,132.0,61.0,32.0,39.0,9.0,16.0,1.0,0.0,0.25
juan-rodriguez, Juan Rodríguez,Getafe CF,Spain,01.04.1982,185.0,80.0,Defensive Midfielder,284.0,90.0,74.0,120.0,20.0,69.0,2.0,1.0,0.25
juanfran, Juanfran,Levante UD,Spain,15.07.1976,183.0,78.0,Left Fullback,945.0,402.0,234.0,309.0,33.0,187.0,8.0,9.0,0.375
juanmi_4, Juanmi,Málaga CF,Spain,20.05.1993,170.0,63.0,Center Forward,90.0,34.0,22.0,34.0,16.0,9.0,1.0,0.0,0.375
kevin-trapp,Kevin Trapp,Eintracht Frankfurt,Germany,08.07.1990,189.0,83.0,Goalkeeper,174.0,76.0,40.0,58.0,0.0,5.0,0.0,2.0,0.0
kevin_2, Kevin,RCD Mallorca,Spain,08.09.1989,176.0,75.0,Left Fullback,69.0,20.0,19.0,30.0,2.0,16.0,1.0,0.0,0.5
kiko-casilla, Kiko Casilla,Espanyol Barcelona,Spain,02.10.1986,191.0,84.0,Goalkeeper,153.0,50.0,42.0,61.0,0.0,14.0,0.0,3.0,0.25
kun-agueero,Kun Agüero,Manchester City,England,02.06.1988,172.0,74.0,Center Forward,462.0,246.0,99.0,117.0,225.0,56.0,1.0,3.0,0.25
labaka, Labaka,Rayo Vallecano,Spain,10.08.1980,185.0,78.0,Center Back,175.0,68.0,38.0,69.0,10.0,26.0,1.0,2.0,0.0
laure, Laure,Deportivo La Coruña,Spain,22.03.1985,166.0,68.0,Right Fullback,151.0,60.0,36.0,55.0,3.0,41.0,2.0,0.0,0.25
liassine-cadamuro,Liassine Cadamuro,Real Sociedad,Spain,05.03.1988,188.0,81.0,Center Back,44.0,11.0,16.0,17.0,0.0,15.0,0.0,0.0,0.375
llorente, Llorente,Athletic Bilbao,Spain,26.02.1985,195.0,94.0,Center Forward,584.0,238.0,127.0,219.0,187.0,59.0,3.0,1.0,0.0
lolo_3, Lolo,CA Osasuna,Spain,22.08.1984,182.0,72.0,Center Back,167.0,63.0,38.0,66.0,9.0,32.0,1.0,1.0,0.375
lucas-piazon, Lucas Piazon,Chelsea FC,England,20.01.1994,182.0,75.0,Left Winger,54.0,25.0,13.0,16.0,12.0,5.0,0.0,0.0,0.25
lucena, Lucena,Granada CF,Spain,18.11.1982,186.0,81.0,Defensive Midfielder,43.0,17.0,10.0,16.0,1.0,5.0,0.0,0.0,0.0
luis-suarez_5,Luis Suárez,Liverpool FC,England,24.01.1987,182.0,81.0,Right Winger,397.0,209.0,87.0,101.0,234.0,84.0,0.0,2.0,0.125
luna, Luna,Sevilla FC,Spain,17.03.1991,177.0,68.0,Left Fullback,76.0,26.0,13.0,37.0,3.0,15.0,2.0,1.0,0.375
